Metabolic Control Analysis Result:

A steady state was found. All coefficients are shown.

Unscaled elasticities
Unscaled elasticity matrix
Rows:    Reactions (reduced system)
Columns: Species (reduced system)
	P	Hout	ADP	Q	NAD	PYR	GAP	NADP	F6P	ACCOA	PEP	PGN	MAL	SUC	OAA	ACE	tkt	RU5P	G6P	AMP	ICIT	DAP	eiia	GLCx	ACEx	Pp	PGA3	ei	icd	S7P	ACO	GL6P	SUCCOA	FAD	E4P	PGA2	KDPG	ACEp	FUM	eiicb	X5P	ACP	BPG	GLCp	GLX	R5P	hprP	talC3	CIT	ATP	AKG	FDP	CAMP	NADPH	FADH2	eiiaP	tal	QH2	hpr	icdP	NADH	eiP	eiicbP	tktC2
(F6P_GAP_TAL)	0	0	0	0	0	0	71.3925	0	-70.3925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.3925	0	0	0	0	0	0	0	0	-70.3925	0	0	0	0	0	0	0
(S7P_E4P_TAL)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50369	0	0	0	0	-2.50369	0	0	0	0	0	0	0	0	0	0	0	0	-2.50369	0	0	0	0	0	0	0	0	3.50369	0	0	0	0	0	0	0
(FBP)	-0.436034	0	0	0	0	0	0	0	-0.42515	0	0	0	0	0	0	0	0	0	0	-0.552966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967865	0	0	0	0	0	0	0	0	0	0	0	0
(PPC)	2.5166	0	0	0	0	0	0	0	0	1.78269	0.439318	0	-1.87214	-0.00263951	0.0201304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0290511	0	0	0	0	0	0	0	0	0	-0.239928	0	0	0.41452	0	0	0	0	0	0	0	0	0	0	0	0
(PCK)	0	0	-2.4414	0	0	0	0	0	0	0	-2.49319	0	0	0	2.76054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56097	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(PPS)	-0.975825	0	-0.000252427	0	0	0.983148	0	0	0	0	-0.00887828	0	0	0	-0.00014281	0	0	0	0	-0.00449207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00915254	-0.00193957	0	0	0	0	0	0	0	0	0	0	0	0	0
(MAE)	0	0	0	0	-0.946306	0	0	0	0	-0.744466	0	0	0.102729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.51269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(PDH)	0	0	0	0	0.000953523	0.895732	0	0	0	-7.97922e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.021103	0	0	0
(GLT)	0	0	0	0	0	0	0	0	0	0.95434	0	0	0	0	0.0705843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00464121	-0.01441	-0.010782	0	0	0	0	0	0	0	0	0	-0.0308515	0	0	0
(ACN_1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00281024	0	0	0	0	0	0	0	0	0	-14.5297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(ACN_2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-16.3292	0	0	0	0	0	0	0	0	0	16.9289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(ICD)	0	0	0	0	0	0	0	1.00057	0	0	0	0	0	0	0	0	0	0	0	0	1.0079	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.944242	0	0	-0.990052	0	0	0	0	0	0	0	0	0	0
(LPD)	0	0	0	0	0.11327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14766	0	0	0	0	0	0	0	0	0	0	0	0	0
(SK)	502.603	0	502.533	0	0	0	0	0	0	0	0	0	0	-502.504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502.687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-502.519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(SDH)	0	0	0	0	0	0	0	0	0	0	0	0	0	0.866088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365906	0	0	0	0	-0.0508958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.364525	0	0	0	0	0	0	0	0	0
(FUMA)	0	0	0	0	0	0	0	0	0	0	0	0	-31.4708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.8242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(MQO)	0	0	0	0.14424	0	0	0	0	0	0	0	0	0.327603	0	-0.0293301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0318309	0	0	0	0	0	0
(MDH)	0	0	0	0	-0.472366	0	0	0	0	0	0	0	-0.107429	0	0.11052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480282	0	0	0
(ACEA)	0	0	0	0	0	0	0	0	0	0	-0.506815	0	0	-0.356357	0	0	0	0	0	0	0.209829	0	0	0	0	0	-0.0333619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0861629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(ACEB)	0	0	0	0	0	0	0	0	0	0.0609511	0	0	-0.00441558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(ACEK_1)	0	0	-0.0254675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02547	0	0	0	0	0	0	0	0	0	-0.0254675	0	0	0	0
(ACEK_2)	-0.000257606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000257606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00026	0	0	0	0
(EDD)	0	0	0	0	0	0	0	0	0	0	0	0.853662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.183453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(EDA)	0	0	0	0	0	-1.78347	-1.77444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(NDHI)	0	-0.189988	0	2.99825	-1.99825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.99825	0	0	2.99825	0	0	0
(PNT)	-0	-0	-0	-0	-6.1828	-0	-0	7.1828	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-6.1828	-0	-0	-0	-0	-0	-0	7.18281	-0	-0	-0
(ADK)	0	0	-6.93383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46691	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(ATP_SYN)	1.00891	7.52073	1.00891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0089146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(CYA)	-0.0267614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01338	0	0	-0.0133807	0	0	0.273571	0	0	0	0	0	0	0	0
(DOS)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000299412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0003	0	0	0	0	0	0	0	0	0	0	0
(ACK)	0	0	0.969592	0	0	0	0	0	0	0	0	0	0	0	0	-0.000345238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917802	0	0	0	0	0	0	0	-0.943913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(ACS)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0374224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(PTA)	8.4338	0	0	0	0	0	0	0	0	8.43134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7.54529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(PTS_0)	0	0	0	0	0	-22.334	0	0	0	0	6.8027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11.7937	0	0
(PTS_1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0610031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0610031	0	0	0	0	0	0	0	0	0	0	0	1.061	0	0	1.061	0	0
(PTS_2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7776	0	0	0	0	0	0	0	0	-18.7776	0	0	-18.7776	0	0	0	0	0
(PTS_3)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0846237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08462	0	0	0	0	0	0	-0.0846237	0
(PTS_4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.832176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(_GLC_FEED)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(CYTBO)	0	-0.189988	0	-0.203659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20366	0	0	0	0	0	0
(SQR)	0	0	0	3.96627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.96627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96627	0	0	-2.96627	0	0	0	0	0	0
(NDHII)	0	0	0	2.99825	-1.99825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.99825	0	0	2.99825	0	0	0
(GROWTH)	0	0	0	0	0.666612	0.0192068	0.174982	0	0.5833	0.242137	0.314643	0	0	0	0.162667	0	0	0	0.584044	0	0	0	0	0	0	0	0.0989497	0	0	0	0	0	0	0	0.925579	0	0	0	0	0	0	0	0	0	0	0.165793	0	0	0	0.0178794	0.895436	0	0	0.975816	0	0	0	0	0	0	0	0	0	0
(ATP_MAINTENANCE)	-1.66689	0	-1.66689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66689	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(XCH_GLC)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.175222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(PIT)	-2.93045	23.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0156867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(XCH_P)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-582.517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(XCH_ACE1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1801.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1800.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(_ACE_OUT)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(XCH_ACE2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1799.79	0	0	0	0	0	0	0	0	0	0	0	0	1800.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(GL6P_HYDROLYSIS)	0	0	0	0	0	0	0	0	0	0	0	-16.4522	0	0	0	0	0	0	0	0	0	0	0	inf	inf	0	0	0	0	0	0	17.4522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

Unscaled concentration control coefficients
Unscaled concentration control coefficients
Rows:    Species (reduced system)
Columns: Reactions (reduced system)
	(PGI)	(PFK)	(FBA)	(TPI)	(GDH)	(PGK)	(GPM)	(ENO)	(PYK)	(ZWF)	(PGL)	(GND)	(RPE)	(RPI)	(X5P_GAP_TKT)	(F6P_E4P_TKT)	(S7P_R5P_TKT)	(F6P_GAP_TAL)	(S7P_E4P_TAL)	(FBP)	(PPC)	(PCK)	(PPS)	(MAE)	(PDH)	(GLT)	(ACN_1)	(ACN_2)	(ICD)	(LPD)	(SK)	(SDH)	(FUMA)	(MQO)	(MDH)	(ACEA)	(ACEB)	(ACEK_1)	(ACEK_2)	(EDD)	(EDA)	(NDHI)	(PNT)	(ADK)	(ATP_SYN)	(CYA)	(DOS)	(ACK)	(ACS)	(PTA)	(PTS_0)	(PTS_1)	(PTS_2)	(PTS_3)	(PTS_4)	(_GLC_FEED)	(CYTBO)	(SQR)	(NDHII)	(GROWTH)	(ATP_MAINTENANCE)	(XCH_GLC)	(PIT)	(XCH_P)	(XCH_ACE1)	(_ACE_OUT)	(XCH_ACE2)	(GL6P_HYDROLYSIS)
P	-0.676056	1.74347	-0.0244936	-0.00444792	4.94419	6.48636e-05	0.026449	0.0801566	5.45194	8.09384	-0.00288384	0.556928	0.73112	-1.98093	2.33331	4.07716	-0.452426	-1.31752	-26.8427	-2.9118	-1.82865	0.660319	-3.53472	7.30869	0.225704	3.96667	-0.00936179	-0.00803503	-1.38194	13.6232	0.00041123	1.52099	0.00179984	-0.232985	0.232985	7.26147	0.884392	100.247	-101.415	-2.14508	-0.17981	3.16621	4.60688	-3.08555	-3.42729	229.431	-228.682	1.70894	0.000410918	0.207874	0.000482982	0.0555798	0.00303079	7.10543e-15	-8.4821e-14	-2.62146	2.04238	0.172663	-1.42941	-77241.9	-1.16833	-8.83738e-14	34.2797	0.000923122	0.00176877	3.18341	0.00176877	-0.00288384
Hout	-9.0525e-08	2.5028e-07	-2.68235e-09	-4.87103e-10	6.97127e-07	9.14571e-12	3.60919e-09	1.0938e-08	7.43698e-07	1.1107e-06	-3.90782e-10	9.61224e-08	1.01074e-07	-2.73466e-07	3.23984e-07	5.64656e-07	-6.24633e-08	-1.80827e-07	-3.68413e-06	-4.92841e-07	-3.20969e-07	7.8408e-08	-4.25471e-07	1.07393e-06	3.08896e-08	5.93615e-07	-1.67611e-09	-1.43857e-09	-1.82332e-07	1.88899e-06	5.60958e-11	1.88064e-07	1.89723e-10	-4.12118e-08	4.12118e-08	8.8998e-07	1.08393e-07	1.32256e-05	-1.34681e-05	-3.50557e-07	-2.93851e-08	5.6296e-07	6.39033e-07	-5.60787e-07	-6.13432e-07	4.164e-05	-4.15643e-05	2.83592e-07	1.38115e-10	3.44959e-08	8.76577e-11	1.00873e-08	5.50067e-10	3.38813e-21	1.28749e-19	3.42408e-06	2.59487e-07	2.1349e-08	-2.93033e-07	-0.0106603	-2.42561e-07	2.71051e-20	-3.87685e-06	-1.044e-10	-3.91008e-10	-7.03732e-07	-3.91008e-10	-3.90782e-10
ADP	0.0463616	-0.137776	0.00103817	0.000188528	-0.381488	-5.0048e-06	-0.00192447	-0.00583233	-0.39833	-0.539823	0.00023094	-0.0464339	-0.0539524	0.146043	-0.172749	-0.301293	0.0333583	0.0967085	1.97031	0.332176	0.22696	-0.0325595	0.187373	-0.496725	-0.0168639	-0.344407	0.00120934	0.00103795	0.103711	-1.00335	-3.00453e-05	-0.098745	-7.9401e-05	0.0289485	-0.0289485	-0.466694	-0.0568398	-7.52216	7.71656	0.173527	0.0145457	-0.203388	-0.331849	0.405357	0.103771	-30.0622	30.0456	-0.188036	-4.82963e-05	-0.0228726	-6.3285e-05	-0.0072826	-0.000397124	-2.22045e-16	2.58127e-15	0.208157	-0.117343	-0.0112095	0.0947838	5693.22	0.1944	2.498e-15	-1.04917	-2.82533e-05	-0.000164443	-0.295963	-0.000164443	0.00023094
Q	0.0114012	-0.0221675	0.000669919	0.000121654	-0.0682917	-8.95929e-07	-0.000416964	-0.00126366	-0.0860633	-0.12492	4.66426e-05	-0.000127006	-0.0109644	0.0298743	-0.0343837	-0.0607098	0.00682028	0.0203228	0.41405	0.00484149	-0.00188647	-0.0154395	0.0801772	-0.0822865	-0.00351935	-0.0400371	-2.38046e-05	-2.0431e-05	0.0244713	-0.201874	-6.4916e-06	-0.0323574	-5.24012e-05	-0.000376956	0.000376956	-0.157864	-0.0192266	-1.77556	1.75823	0.00894698	0.000749974	0.00637041	-0.0681612	-0.0114399	-0.00863764	0.825628	-0.84884	-0.00523644	-1.26632e-05	-0.000636955	1.73806e-06	0.000200009	1.09066e-05	0	-4.44089e-16	-0.527354	0.325334	-0.00367322	-0.0195932	1166.11	-0.017326	-1.11022e-15	0.118093	3.18014e-06	0.000106221	0.191175	0.000106221	4.66426e-05
NAD	0.00861527	-0.0182354	0.000451563	8.20018e-05	-0.0529717	-6.94943e-07	-0.000306468	-0.000928788	-0.0624882	-0.114018	2.47072e-05	-0.0078581	-0.00841882	0.0227926	-0.0269091	-0.0469701	0.00520543	0.0151303	0.30826	0.00454826	-0.0021651	-0.0115221	0.0566328	-0.112451	-0.00246277	-0.0338349	-2.34366e-05	-2.01151e-05	0.0136327	-0.158674	-4.71337e-06	-0.0186685	-3.06051e-05	-0.000229717	0.000229717	-0.0895159	-0.0109024	-0.989186	0.975499	0.0287151	0.00240702	0.0588905	-0.0565987	-0.0078318	-0.00699213	0.561673	-0.581216	-0.0052129	-8.37037e-06	-0.000634092	1.1824e-06	0.000136066	7.41974e-06	0	-3.88578e-16	-0.423369	0.186416	-0.00211925	0.0382112	888.765	-0.0136872	-8.32667e-16	0.0908274	2.4459e-06	6.42761e-05	0.115683	6.42761e-05	2.47072e-05
PYR	-0.0122716	-0.0120985	-0.000903411	-0.000164055	0.032826	4.3065e-07	0.000403756	0.00122363	0.0847745	-0.0221374	-0.000102972	-0.0446185	0.00588798	-0.017327	0.0130109	0.0284611	-0.00391926	-0.0158821	-0.323579	0.0236937	0.00163625	0.00995897	-0.0784723	0.0899533	-0.687629	0.0247675	1.74546e-05	1.49809e-05	-0.0820668	0.0556139	6.39439e-06	0.101904	0.000163538	0.000965009	-0.000965009	0.519779	0.0633051	5.95401	-5.94242	0.117516	0.00985072	-0.0126444	0.000259309	0.00529305	0.0067944	-0.373884	0.391781	0.00562744	-9.78595e-06	0.000684517	-7.87075e-07	-9.05738e-05	-4.93903e-06	-5.55112e-17	5.55112e-16	0.662596	0.00751186	0.0115681	0.00574519	-690.575	0.0115952	9.99201e-16	-0.0671498	-1.80828e-06	0.000114871	0.206744	0.000114871	-0.000102972
GAP	0.00306193	0.00808564	0.000167687	3.04513e-05	-0.307925	-4.03972e-06	1.511e-05	4.57925e-05	0.00999516	-0.112693	-5.53803e-05	0.0501956	0.000617526	-0.00144738	0.00120841	0.00238852	-0.000301856	-0.00163575	-0.0333263	-0.00464753	0.00225279	0.00118532	-0.00964509	0.0103511	-0.000761857	0.00128939	1.35131e-05	1.1598e-05	0.00051252	0.0129702	7.53917e-07	1.60363e-05	8.05031e-07	0.000267013	-0.000267013	-0.00114234	-0.000139129	-0.0371471	0.0405852	-0.149219	-0.0125082	-0.00431288	-0.00861383	0.00308804	0.00197118	-0.225447	0.229235	0.000313066	-1.07737e-06	3.8081e-05	-4.74595e-07	-5.46147e-05	-2.97817e-06	3.46945e-17	0	0.522704	-0.0045168	1.82044e-06	0.00109641	-64.7887	0.00343811	4.44089e-16	-0.0201806	-5.43445e-07	1.16079e-05	0.0208918	1.16079e-05	-5.53803e-05
NADP	0.0109807	-0.0111432	0.000136148	2.47239e-05	-0.0469445	-6.15872e-07	-0.000221753	-0.000672048	-0.0368271	-0.27821	-6.83235e-05	-0.0267407	-0.00714111	0.018785	-0.0251132	-0.0415674	0.00430495	0.0107453	0.218921	0.00292423	0.000791941	-0.00901093	0.033485	-0.0545016	-0.00132434	-0.0268579	-4.00501e-06	-3.43742e-06	-0.000926622	-0.141142	-2.7778e-06	0.000145765	5.07101e-07	0.000207004	-0.000207004	0.0052199	0.000635744	0.0671401	-0.0753591	0.0784923	0.00657956	0.0217057	0.10032	-0.00487683	-0.00461619	0.350355	-0.361916	-0.00297795	-1.97126e-06	-0.000362235	7.37544e-07	8.48739e-05	4.62821e-06	1.38778e-17	-2.56739e-16	0.0422135	0.0575465	1.65472e-05	0.00887051	726.649	-0.00821899	-2.70617e-16	0.0525422	1.41491e-06	9.2057e-06	0.0165683	9.2057e-06	-6.83235e-05
F6P	0.0711556	-0.254856	0.00157459	0.000285938	0.193489	2.5384e-06	0.000937478	0.00284113	-0.090334	-0.0898159	6.51804e-05	0.0611926	0.0287542	-0.0700298	0.134869	0.195747	-0.0164158	-0.0135079	-0.275207	0.18663	-0.0874668	0.019241	0.107456	-0.0459472	0.00127218	0.130846	-0.000466665	-0.000400529	-0.0727808	0.430212	-6.81373e-06	0.0720964	8.50419e-05	-0.0103885	0.0103885	0.386504	0.0470733	5.27948	-5.34771	-0.141243	-0.0118396	0.0683916	0.0997036	-0.0853482	-0.0357	6.28621	-6.33731	0.0152721	-7.48871e-06	0.00185768	1.32333e-05	0.00152284	8.30413e-05	2.22045e-16	-1.66533e-15	0.147103	0.0360816	0.00818439	-0.0355343	-2582.1	-0.0682259	-1.55431e-15	0.360432	9.70612e-06	0.000125067	0.225095	0.000125067	6.51804e-05
ACCOA	-0.00687183	0.01514	-0.000643752	-0.000116903	0.0503124	6.60055e-07	0.000287622	0.00087167	0.0787522	-0.0384086	-0.000102666	-0.0529111	0.00792115	-0.0223792	0.0224957	0.0423667	-0.00510775	-0.0169217	-0.344759	-0.00242957	-0.0302593	0.0429698	-0.0752396	0.108178	0.00401653	-0.661662	-0.000388069	-0.000333072	-0.0173229	0.139445	5.94014e-06	0.0112626	7.54336e-06	-0.00395761	0.00395761	0.049215	0.00599401	1.25689	-1.24418	0.144294	0.0120953	-0.0124206	0.0325647	0.00919783	0.00929646	-0.666161	0.682385	0.0031109	2.33301e-05	0.000378407	-1.40236e-06	-0.000161378	-8.80004e-06	5.55112e-17	3.88578e-16	0.400902	0.00143575	0.00127853	0.00958633	-875.821	0.0127105	9.4369e-16	-0.0924951	-2.49081e-06	-0.000217848	-0.392081	-0.000217848	-0.000102666
PEP	0.354631	1.29798	0.00805677	0.00146307	0.148789	1.95198e-06	0.000654744	0.00198428	-1.13264	-0.3081	0.00113858	-0.249328	0.0281312	-0.0447316	0.279642	0.316572	-0.0122609	0.116691	2.37744	-1.28072	-0.00328913	0.020549	0.844976	-1.11582	-0.0159876	-0.0317656	-2.93093e-05	-2.51556e-05	-0.144554	0.0624892	-8.54332e-05	0.147814	0.000235258	0.00307884	-0.00307884	0.906272	0.110377	10.4875	-10.4702	0.973785	0.0816268	-0.0224683	-0.0502701	0.304927	0.0120151	-22.931	22.6606	-0.256369	-0.000112806	-0.0311845	-4.82728e-05	-0.00555506	-0.00030292	1.11022e-16	-1.9984e-15	-1.28378	0.00119618	0.0167799	0.00680666	-1039.43	0.0172599	-4.21885e-15	-0.119953	-3.23022e-06	0.000235504	0.423857	0.000235504	0.00113858
